date,cell_ll_lat,cell_ll_lon,mmsi,hours,fishing_hours
2024-06-03,-54.3,-63.4,701000627,0.0722,0
2024-06-03,-54.3,-63.2,701000627,0.5038,0
2024-06-03,-54.3,-74,725002300,0.5838,0.0727
2024-06-03,-54.3,-73.9,725002300,4.5777,3.5152
2024-06-03,-54.2,-35.8,257400000,1.2627,1.2627
2024-06-03,-54.2,-35.8,259539000,1.8919,1.8919
2024-06-03,-54.2,-54.2,440863000,0.2672,0
2024-06-03,-54.2,-54.3,440863000,0.6661,0
2024-06-03,-54.2,158.8,503718000,1.3399,0
2024-06-03,-54.2,-63.1,701000627,0.4991,0
2024-06-03,-54.2,-63,701000627,0.4641,0
2024-06-03,-54.1,-54.5,440863000,0.2597,0
2024-06-03,-54.1,-54.4,440863000,0.6002,0
2024-06-03,-54.1,-53.7,441389000,3.3633,1.9449
2024-06-03,-54.1,158.8,503718000,0.5908,0
2024-06-03,-54.1,-62.9,701000627,0.6122,0
2024-06-03,-54.1,-62.8,701000627,0.3463,0
2024-06-03,-54.1,-63,701000627,0.0969,0
2024-06-03,-54,-71.3,412420912,0.8486,0
2024-06-03,-54,-71.4,412420912,0.4102,0
2024-06-03,-54,-71.4,412421169,0.2497,0
2024-06-03,-54,-71.2,412421169,0.2241,0
2024-06-03,-54,-71.3,412421169,0.4008,0
2024-06-03,-54,-71.4,412549046,0.3083,0
2024-06-03,-54,-71.2,412549046,0.1175,0
2024-06-03,-54,-71.3,412549046,0.283,0
2024-06-03,-54,-71.3,412549091,0.5933,0
2024-06-03,-54,-71.4,412549091,0.5925,0
2024-06-03,-54,-71.3,412549092,0.6636,0
2024-06-03,-54,-71.4,412549092,0.4005,0
2024-06-03,-54,-71.3,412549139,0.3363,0
2024-06-03,-54,-71.4,412549139,0.3441,0
2024-06-03,-54,-71.5,412549159,0.06,0
2024-06-03,-54,-71.2,412549159,0.088,0
2024-06-03,-54,-71.4,412549159,0.4833,0
2024-06-03,-54,-71.3,412549159,0.2941,0
2024-06-03,-54,-54.6,440863000,0.6758,0
2024-06-03,-54,-54.5,440863000,0.3155,0
2024-06-03,-54,-53.7,441389000,4.4588,1.5672
2024-06-03,-54,-53.6,441389000,8.3988,4.4405
2024-06-03,-54,-62.8,701000627,0.1472,0
2024-06-03,-54,-62.7,701000627,0.4833,0
2024-06-03,-54,-62.6,701000627,0.4516,0
2024-06-03,-53.9,-71.9,412420912,0.1841,0
2024-06-03,-53.9,-71.5,412420912,0.3491,0
2024-06-03,-53.9,-71,412420912,0.3316,0
2024-06-03,-53.9,-71.8,412420912,0.6336,0
2024-06-03,-53.9,-71.4,412420912,0.0166,0
2024-06-03,-53.9,-71.6,412420912,0.4508,0
2024-06-03,-53.9,-71.7,412420912,0.215,0
2024-06-03,-53.9,-71.1,412420912,0.393,0
2024-06-03,-53.9,-71,412421169,0.1447,0
2024-06-03,-53.9,-71.7,412421169,0.4041,0
2024-06-03,-53.9,-71.2,412421169,0.8272,0
2024-06-03,-53.9,-71.5,412421169,0.4252,0
2024-06-03,-53.9,-71.9,412421169,0.3163,0
2024-06-03,-53.9,-71.6,412421169,0.4541,0
2024-06-03,-53.9,-71.8,412421169,0.2255,0
2024-06-03,-53.9,-71.6,412549046,0.5008,0
2024-06-03,-53.9,-71.2,412549046,0.4138,0
2024-06-03,-53.9,-71,412549046,0.3644,0
2024-06-03,-53.9,-71.8,412549046,0.2419,0
2024-06-03,-53.9,-71.1,412549046,0.2188,0
2024-06-03,-53.9,-71.5,412549046,0.3311,0
2024-06-03,-53.9,-71.7,412549046,0.3927,0
2024-06-03,-53.9,-71.9,412549046,0.1419,0
2024-06-03,-53.9,-71.7,412549091,0.4911,0
2024-06-03,-53.9,-71.8,412549091,0.3141,0
2024-06-03,-53.9,-71,412549091,0.5891,0
2024-06-03,-53.9,-71.1,412549091,0.4816,0
2024-06-03,-53.9,-71.9,412549091,0.4313,0
2024-06-03,-53.9,-71.5,412549091,0.4361,0
2024-06-03,-53.9,-71.2,412549091,0.3244,0
2024-06-03,-53.9,-71.6,412549091,0.6058,0
2024-06-03,-53.9,-71.1,412549092,0.4102,0
2024-06-03,-53.9,-71,412549092,0.3983,0
2024-06-03,-53.9,-71.5,412549092,0.4005,0
2024-06-03,-53.9,-71.8,412549092,0.4519,0
2024-06-03,-53.9,-71.7,412549092,0.3444,0
2024-06-03,-53.9,-71.2,412549092,0.1269,0
2024-06-03,-53.9,-71.4,412549092,0.0161,0
2024-06-03,-53.9,-71.6,412549092,0.3874,0
2024-06-03,-53.9,-71.9,412549092,0.1341,0
2024-06-03,-53.9,-71.1,412549139,0.4438,0
2024-06-03,-53.9,-71.7,412549139,0.4141,0
2024-06-03,-53.9,-71.4,412549139,0.0727,0
2024-06-03,-53.9,-71,412549139,0.1802,0
2024-06-03,-53.9,-71.9,412549139,0.1527,0
2024-06-03,-53.9,-71.5,412549139,0.4216,0
2024-06-03,-53.9,-71.8,412549139,0.3527,0
2024-06-03,-53.9,-71.2,412549139,0.3755,0
2024-06-03,-53.9,-71.6,412549139,0.3913,0
2024-06-03,-53.9,-71.5,412549159,0.3766,0
2024-06-03,-53.9,-71.8,412549159,0.4652,0
2024-06-03,-53.9,-71,412549159,0.4169,0
2024-06-03,-53.9,-71.9,412549159,0.2155,0
2024-06-03,-53.9,-71.1,412549159,0.4161,0
2024-06-03,-53.9,-71.6,412549159,0.4144,0
2024-06-03,-53.9,-71.2,412549159,0.3169,0
2024-06-03,-53.9,-71.7,412549159,0.3438,0
2024-06-03,-53.9,-54.7,440863000,0.6163,0
2024-06-03,-53.9,-54.6,440863000,0.015,0
2024-06-03,-53.9,-54.8,440863000,0.3169,0
2024-06-03,-53.9,-53.6,441389000,1.7508,0.1002
2024-06-03,-53.9,-53.4,441389000,0.2358,0.2358
2024-06-03,-53.9,-53.5,441389000,3.0808,2.5158
2024-06-03,-53.9,-36.5,665111132,0.3805,0
2024-06-03,-53.9,-36.2,665111132,0.6294,0.3713
2024-06-03,-53.9,-36.3,665111132,0.7622,0.5286
2024-06-03,-53.9,-36.4,665111132,0.383,0
2024-06-03,-53.9,-36.6,665111132,0.3708,0
2024-06-03,-53.9,-62.5,701000627,0.4722,0
2024-06-03,-53.9,-62.3,701000627,0.1136,0
2024-06-03,-53.9,-62.4,701000627,0.5316,0
2024-06-03,-53.8,-70.9,412420912,0.1927,0
2024-06-03,-53.8,-71.9,412420912,0.1672,0
2024-06-03,-53.8,-72,412420912,0.2919,0
2024-06-03,-53.8,-71,412420912,0.4419,0
2024-06-03,-53.8,-72.1,412420912,0.5652,0
2024-06-03,-53.8,-72,412421169,0.0433,0
2024-06-03,-53.8,-72.1,412421169,0.818,0
2024-06-03,-53.8,-71,412421169,0.1525,0
2024-06-03,-53.8,-72.2,412421169,0.0313,0
2024-06-03,-53.8,-70.9,412421169,0.4252,0
2024-06-03,-53.8,-71.9,412421169,0.2738,0
2024-06-03,-53.8,-70.9,412549046,0.7997,0
2024-06-03,-53.8,-72.1,412549046,0.5452,0
2024-06-03,-53.8,-71,412549046,0.0433,0
2024-06-03,-53.8,-72,412549046,0.6555,0
2024-06-03,-53.8,-72.2,412549046,0.0183,0
2024-06-03,-53.8,-72.1,412549091,0.4469,0
2024-06-03,-53.8,-71.9,412549091,0.2505,0
2024-06-03,-53.8,-71,412549091,0.4311,0
2024-06-03,-53.8,-72,412549091,0.5458,0
2024-06-03,-53.8,-70.9,412549091,0.2827,0
2024-06-03,-53.8,-70.9,412549092,0.4938,0
2024-06-03,-53.8,-71.9,412549092,0.2652,0
2024-06-03,-53.8,-71,412549092,0.1069,0
2024-06-03,-53.8,-72.1,412549092,0.5655,0
2024-06-03,-53.8,-72,412549092,0.3505,0
2024-06-03,-53.8,-71.9,412549139,0.3158,0
2024-06-03,-53.8,-71,412549139,0.5838,0
2024-06-03,-53.8,-72.1,412549139,0.4677,0
2024-06-03,-53.8,-72,412549139,0.4372,0
2024-06-03,-53.8,-71.9,412549159,0.1919,0
2024-06-03,-53.8,-72,412549159,0.4513,0
2024-06-03,-53.8,-70.9,412549159,0.55,0
2024-06-03,-53.8,-72.1,412549159,0.3661,0
2024-06-03,-53.8,-71,412549159,0.0661,0
2024-06-03,-53.8,-54.8,440863000,0.2205,0
2024-06-03,-53.8,-54.9,440863000,0.643,0
2024-06-03,-53.8,-53.4,441389000,2.6669,2.6669
2024-06-03,-53.8,-53.5,441389000,0.0166,0.0166
2024-06-03,-53.8,-36.6,665111132,0.0772,0
2024-06-03,-53.8,-36.2,665111132,14.235,10.5558
2024-06-03,-53.8,-36.8,665111132,0.4336,0
2024-06-03,-53.8,-36.3,665111132,5.1766,3.7838
2024-06-03,-53.8,-36.7,665111132,0.3411,0
2024-06-03,-53.8,-62.1,701000627,0.4297,0
2024-06-03,-53.8,-62.2,701000627,0.4661,0
2024-06-03,-53.8,-62.3,701000627,0.2838,0
2024-06-03,-53.7,-70.9,412420912,0.6122,0
2024-06-03,-53.7,-72.2,412420912,0.3147,0
2024-06-03,-53.7,-72.3,412420912,0.5652,0
2024-06-03,-53.7,-72.2,412421169,0.055,0
2024-06-03,-53.7,-72.3,412421169,0.6697,0
2024-06-03,-53.7,-70.9,412421169,0.6163,0
2024-06-03,-53.7,-70.9,412549046,0.2263,0
2024-06-03,-53.7,-72.2,412549046,0.4394,0
2024-06-03,-53.7,-72.3,412549046,0.27,0
2024-06-03,-53.7,-72.3,412549091,0.44,0
2024-06-03,-53.7,-72.2,412549091,0.7211,0
2024-06-03,-53.7,-70.9,412549091,0.8469,0
2024-06-03,-53.7,-70.9,412549092,0.5963,0
2024-06-03,-53.7,-72.2,412549092,0.4847,0
2024-06-03,-53.7,-72.3,412549092,0.4983,0
2024-06-03,-53.7,-71,412549139,0.0333,0
2024-06-03,-53.7,-72.3,412549139,0.5552,0
2024-06-03,-53.7,-72.2,412549139,0.4319,0
2024-06-03,-53.7,-70.9,412549139,0.5319,0
2024-06-03,-53.7,-72.2,412549159,0.6613,0
2024-06-03,-53.7,-72.3,412549159,0.5213,0
2024-06-03,-53.7,-70.9,412549159,0.6205,0
2024-06-03,-53.7,-55,440863000,0.6938,0
2024-06-03,-53.7,-54.9,440863000,0.0963,0
2024-06-03,-53.7,-55.1,440863000,0.1505,0
2024-06-03,-53.7,-36.2,665111132,0.4861,0.3974
2024-06-03,-53.7,-36.9,665111132,0.5833,0
2024-06-03,-53.7,-36.8,665111132,0.1416,0
2024-06-03,-53.7,-61.9,701000627,0.3222,0
2024-06-03,-53.7,-62,701000627,0.5727,0
2024-06-03,-53.7,-61.8,701000627,0.2269,0
2024-06-03,-53.6,-70.9,412420912,0.4952,0
2024-06-03,-53.6,-72.6,412420912,0.2019,0
2024-06-03,-53.6,-72.5,412420912,0.4238,0
2024-06-03,-53.6,-70.8,412420912,0.1408,0
2024-06-03,-53.6,-72.7,412420912,0.5741,0
2024-06-03,-53.6,-72.4,412420912,0.803,0
2024-06-03,-53.6,-72.6,412421169,0.3677,0
2024-06-03,-53.6,-72.4,412421169,0.6152,0
2024-06-03,-53.6,-72.5,412421169,0.4652,0
2024-06-03,-53.6,-70.9,412421169,0.883,0
2024-06-03,-53.6,-72.7,412421169,0.4411,0
2024-06-03,-53.6,-72.4,412549046,0.5794,0
2024-06-03,-53.6,-72.5,412549046,0.4166,0
2024-06-03,-53.6,-72.7,412549046,0.4466,0
2024-06-03,-53.6,-70.9,412549046,0.5411,0
2024-06-03,-53.6,-72.6,412549046,0.2088,0
2024-06-03,-53.6,-72.4,412549091,0.56,0
2024-06-03,-53.6,-72.7,412549091,0.5027,0
2024-06-03,-53.6,-72.3,412549091,0.143,0
2024-06-03,-53.6,-72.5,412549091,0.5444,0
2024-06-03,-53.6,-70.9,412549091,0.7638,0
2024-06-03,-53.6,-72.6,412549091,0.6283,0
2024-06-03,-53.6,-70.9,412549092,0.0869,0
2024-06-03,-53.6,-70.8,412549092,0.4952,0
2024-06-03,-53.6,-72.6,412549092,0.4066,0
2024-06-03,-53.6,-72.5,412549092,0.5619,0
2024-06-03,-53.6,-72.4,412549092,0.2663,0
2024-06-03,-53.6,-72.7,412549092,0.1866,0
2024-06-03,-53.6,-72.3,412549092,0.0836,0
2024-06-03,-53.6,-72.6,412549139,0.3558,0
2024-06-03,-53.6,-72.5,412549139,0.4613,0
2024-06-03,-53.6,-72.7,412549139,0.4177,0
2024-06-03,-53.6,-70.9,412549139,0.5652,0
2024-06-03,-53.6,-72.4,412549139,0.4052,0
2024-06-03,-53.6,-72.3,412549139,0.0502,0
2024-06-03,-53.6,-70.8,412549159,0.5413,0
2024-06-03,-53.6,-72.5,412549159,0.4316,0
2024-06-03,-53.6,-72.4,412549159,0.5241,0
2024-06-03,-53.6,-72.6,412549159,0.443,0
2024-06-03,-53.6,-72.7,412549159,0.3555,0
2024-06-03,-53.6,-70.9,412549159,0.0586,0
2024-06-03,-53.6,-55.2,440863000,0.2674,0
2024-06-03,-53.6,-55.1,440863000,0.5627,0
2024-06-03,-53.6,-61.6,701000627,0.3219,0
2024-06-03,-53.6,-61.8,701000627,0.2272,0
2024-06-03,-53.6,-61.7,701000627,0.4847,0
2024-06-03,-53.6,-51.7,725000896,0.6391,0
2024-06-03,-53.6,-51.6,725000896,0.493,0
2024-06-03,-53.5,-72.8,412420912,0.7244,0
2024-06-03,-53.5,-73,412420912,0.0675,0
2024-06-03,-53.5,-70.8,412420912,0.7172,0
2024-06-03,-53.5,-72.9,412420912,0.4511,0
2024-06-03,-53.5,-72.7,412421169,0.0438,0
2024-06-03,-53.5,-72.9,412421169,0.3336,0
2024-06-03,-53.5,-72.8,412421169,0.5661,0
2024-06-03,-53.5,-70.8,412421169,0.2816,0
2024-06-03,-53.5,-73,412421169,0.1455,0
2024-06-03,-53.5,-72.8,412549046,0.6283,0
2024-06-03,-53.5,-70.8,412549046,0.5955,0
2024-06-03,-53.5,-72.9,412549046,0.4238,0
2024-06-03,-53.5,-70.9,412549091,0.6675,0
2024-06-03,-53.5,-72.7,412549091,0.1855,0
2024-06-03,-53.5,-72.9,412549091,0.5891,0
2024-06-03,-53.5,-72.8,412549091,0.6286,0
2024-06-03,-53.5,-73,412549092,0.0447,0
2024-06-03,-53.5,-72.8,412549092,0.463,0
2024-06-03,-53.5,-70.8,412549092,0.6175,0
2024-06-03,-53.5,-72.9,412549092,0.5155,0
2024-06-03,-53.5,-72.7,412549092,0.3327,0
2024-06-03,-53.5,-72.8,412549139,0.4713,0
2024-06-03,-53.5,-73,412549139,0.0463,0
2024-06-03,-53.5,-72.9,412549139,0.4561,0
2024-06-03,-53.5,-72.7,412549139,0.208,0
2024-06-03,-53.5,-70.9,412549139,0.5594,0
2024-06-03,-53.5,-73,412549159,0.0497,0
2024-06-03,-53.5,-72.8,412549159,0.5188,0
2024-06-03,-53.5,-72.7,412549159,0.0894,0
2024-06-03,-53.5,-72.9,412549159,0.5383,0
2024-06-03,-53.5,-70.8,412549159,0.6366,0
2024-06-03,-53.5,-55.2,440863000,0.4561,0
2024-06-03,-53.5,-55.3,440863000,0.5261,0
2024-06-03,-53.5,-52.3,725000896,0.4869,0.1919
2024-06-03,-53.5,-52.2,725000896,3.7208,3.0836
2024-06-03,-53.5,-51.9,725000896,5.8783,2.033
2024-06-03,-53.5,-51.8,725000896,1.9152,0
2024-06-03,-53.5,-52.1,725000896,3.3552,2.1644
2024-06-03,-53.5,-51.7,725000896,1.1661,0
2024-06-03,-53.5,-52,725000896,5.8838,0.5752
2024-06-03,-53.5,-51.6,725000896,0.0666,0
2024-06-03,-53.4,-70.8,412420912,0.2352,0
2024-06-03,-53.4,-73.2,412420912,0.2105,0
2024-06-03,-53.4,-73.1,412420912,0.9713,0
2024-06-03,-53.4,-70.7,412420912,0.3677,0
2024-06-03,-53.4,-73,412421169,0.1461,0
2024-06-03,-53.4,-73.1,412421169,0.6827,0
2024-06-03,-53.4,-73.2,412421169,0.2722,0
2024-06-03,-53.4,-70.8,412421169,0.545,0
2024-06-03,-53.4,-73.1,412549046,0.8669,0
2024-06-03,-53.4,-70.7,412549046,0.4402,0
2024-06-03,-53.4,-73.2,412549046,0.3566,0
2024-06-03,-53.4,-70.8,412549046,0.0875,0
2024-06-03,-53.4,-70.8,412549091,0.7499,0
2024-06-03,-53.4,-70.9,412549091,0.0688,0
2024-06-03,-53.4,-73.1,412549091,0.5608,0
2024-06-03,-53.4,-73.2,412549091,0.3286,0
2024-06-03,-53.4,-73,412549091,0.6597,0
2024-06-03,-53.4,-70.7,412549092,0.4316,0
2024-06-03,-53.4,-73.1,412549092,0.6158,0
2024-06-03,-53.4,-73,412549092,0.2727,0
2024-06-03,-53.4,-73.2,412549092,0.05,0
2024-06-03,-53.4,-70.8,412549092,0.2047,0
2024-06-03,-53.4,-73.1,412549139,0.3927,0
2024-06-03,-53.4,-70.9,412549139,0.5563,0
2024-06-03,-53.4,-73.2,412549139,0.2586,0
2024-06-03,-53.4,-73,412549139,0.4691,0
2024-06-03,-53.4,-73,412549159,0.3983,0
2024-06-03,-53.4,-70.7,412549159,0.4013,0
2024-06-03,-53.4,-70.8,412549159,0.2083,0
2024-06-03,-53.4,-73.2,412549159,0.2224,0
2024-06-03,-53.4,-73.1,412549159,0.4605,0
2024-06-03,-53.4,-55.4,440863000,0.5963,0
2024-06-03,-53.4,-55.3,440863000,0.2502,0
2024-06-03,-53.4,-51.9,725000896,0.3938,0
2024-06-03,-53.3,-70.7,412420912,0.6213,0
2024-06-03,-53.3,-73.3,412420912,0.5577,0
2024-06-03,-53.3,-73.2,412420912,0.1755,0
2024-06-03,-53.3,-70.8,412421169,0.5258,0
2024-06-03,-53.3,-73.3,412421169,0.3986,0
2024-06-03,-53.3,-73.2,412421169,0.238,0
2024-06-03,-53.3,-73.3,412549046,0.4338,0
2024-06-03,-53.3,-73.2,412549046,0.193,0
2024-06-03,-53.3,-73.4,412549046,0.1433,0
2024-06-03,-53.3,-70.7,412549046,0.5266,0
2024-06-03,-53.3,-73.2,412549091,0.3266,0
2024-06-03,-53.3,-73.4,412549091,0.0375,0
2024-06-03,-53.3,-73.3,412549091,0.7233,0
2024-06-03,-53.3,-70.8,412549091,0.7966,0
2024-06-03,-53.3,-73.3,412549092,0.5319,0
2024-06-03,-53.3,-73.4,412549092,0.0947,0
2024-06-03,-53.3,-70.7,412549092,0.6169,0
2024-06-03,-53.3,-73.2,412549092,0.4241,0
2024-06-03,-53.3,-73.4,412549139,0.0502,0
2024-06-03,-53.3,-73.3,412549139,0.5622,0
2024-06-03,-53.3,-73.2,412549139,0.2977,0
2024-06-03,-53.3,-70.9,412549139,0.5699,0
2024-06-03,-53.3,-73.2,412549159,0.2413,0
2024-06-03,-53.3,-73.4,412549159,0.0338,0
2024-06-03,-53.3,-73.3,412549159,0.5591,0
2024-06-03,-53.3,-70.7,412549159,0.6322,0
2024-06-03,-53.3,-55.6,440863000,0.1794,0
2024-06-03,-53.3,-55.5,440863000,0.8605,0
2024-06-03,-53.2,-70.9,272762000,24.0005,24.0005
2024-06-03,-53.2,-73.4,412420912,0.7336,0
2024-06-03,-53.2,-70.6,412420912,0.2572,0
2024-06-03,-53.2,-70.7,412420912,0.4091,0
2024-06-03,-53.2,-73.5,412420912,0.3408,0
2024-06-03,-53.2,-70.9,412421169,0.4405,0
2024-06-03,-53.2,-73.4,412421169,0.6272,0
2024-06-03,-53.2,-70.8,412421169,0.3394,0
2024-06-03,-53.2,-70.7,412549046,0.2433,0
2024-06-03,-53.2,-70.6,412549046,0.5808,0
2024-06-03,-53.2,-73.5,412549046,0.6722,0
2024-06-03,-53.2,-70.8,412549091,0.4366,0
2024-06-03,-53.2,-73.5,412549091,0.3461,0
2024-06-03,-53.2,-70.7,412549091,0.5219,0
2024-06-03,-53.2,-73.4,412549091,0.7433,0
2024-06-03,-53.2,-70.7,412549092,0.1494,0
2024-06-03,-53.2,-73.5,412549092,0.2263,0
2024-06-03,-53.2,-70.6,412549092,0.5944,0
2024-06-03,-53.2,-73.4,412549092,0.4988,0
2024-06-03,-53.2,-70.9,412549139,0.5836,0
2024-06-03,-53.2,-73.4,412549139,0.5108,0
2024-06-03,-53.2,-70.8,412549139,0.1891,0
2024-06-03,-53.2,-73.5,412549139,0.3138,0
2024-06-03,-53.2,-70.7,412549159,0.4411,0
2024-06-03,-53.2,-70.6,412549159,0.1608,0
2024-06-03,-53.2,-73.5,412549159,0.3033,0
2024-06-03,-53.2,-73.4,412549159,0.5466,0
2024-06-03,-53.2,-70.9,440203000,24.078,0
2024-06-03,-53.2,-55.6,440863000,0.5636,0
2024-06-03,-53.2,-55.7,440863000,0.4069,0
2024-06-03,-53.2,71.7,503526000,0.245,0
2024-06-03,-53.2,-70.9,725000261,13.2955,0.9213
2024-06-03,-53.2,-71,725000261,10.7013,0
2024-06-03,-53.2,-70.9,725000357,23.4413,0
2024-06-03,-53.2,-70.9,725000667,1.098,0
2024-06-03,-53.2,-70.9,725001619,24.0016,24.0016
2024-06-03,-53.2,-71,725002350,9.8372,0.3863
2024-06-03,-53.2,-70.9,725002350,14.1683,13.82
2024-06-03,-53.1,-70.6,412420912,0.658,0
2024-06-03,-53.1,-73.5,412420912,0.1666,0
2024-06-03,-53.1,-73.7,412420912,0.368,0
2024-06-03,-53.1,-73.6,412420912,0.3752,0
2024-06-03,-53.1,-73.7,412421169,0.3419,0
2024-06-03,-53.1,-70.8,412421169,0.3013,0
2024-06-03,-53.1,-70.6,412421169,0.3663,0
2024-06-03,-53.1,-73.5,412421169,0.6286,0
2024-06-03,-53.1,-73.6,412421169,0.4355,0
2024-06-03,-53.1,-70.7,412421169,0.3575,0
2024-06-03,-53.1,-73.5,412549046,0.2936,0
2024-06-03,-53.1,-73.7,412549046,0.2836,0
2024-06-03,-53.1,-73.6,412549046,0.3822,0
2024-06-03,-53.1,-70.6,412549046,0.2172,0
2024-06-03,-53.1,-73.6,412549091,0.2713,0
2024-06-03,-53.1,-70.7,412549091,1.4422,0
2024-06-03,-53.1,-73.5,412549091,0.2122,0
2024-06-03,-53.1,-73.6,412549092,0.4708,0
2024-06-03,-53.1,-73.5,412549092,0.2533,0
2024-06-03,-53.1,-73.7,412549092,0.3669,0
2024-06-03,-53.1,-70.6,412549092,0.4847,0
2024-06-03,-53.1,-70.7,412549139,0.4994,0
2024-06-03,-53.1,-73.7,412549139,0.3991,0
2024-06-03,-53.1,-73.5,412549139,0.2055,0
2024-06-03,-53.1,-73.6,412549139,0.4594,0
2024-06-03,-53.1,-70.8,412549139,0.26,0
2024-06-03,-53.1,-73.7,412549159,0.4261,0
2024-06-03,-53.1,-73.5,412549159,0.1999,0
2024-06-03,-53.1,-73.6,412549159,0.4413,0
2024-06-03,-53.1,-70.6,412549159,0.5911,0
2024-06-03,-53.1,-55.7,440863000,0.3455,0
2024-06-03,-53.1,-55.8,440863000,0.6372,0
