image_id,detection_confidence,image_timestamp,detection_source,mmsi,vessel_name,vessel_flag,vessel_type,vessel_id,detection_lat,detection_lon,fishing_event_lat,fishing_event_lon,event_start,event_end,event_id,event_type,event_duration_hours,potential_risk,is_high_risk,eez_regions,rfmo_regions,fao_regions,mpa_regions,distance_from_shore_km,distance_from_port_km,total_distance_km,average_speed_knots,ingested_at,fishing_processed_at,detection_processed_at,ship_image_url
89,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,412422831,ZHE PU YU YOU 80316,CHN,,412422831,29.9,122.30000305175781,29.9,122.30000305175781,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0089,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
90,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,412439446,ZHEXIANGYU32035,CHN,,412439446,31.4,124.0999984741211,31.4,124.19999694824219,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0090,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
91,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,412439587,EN ZE 8,CHN,,412439587,-46.1,-60.29999923706055,-46.2,-60.29999923706055,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0091,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
92,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,412464153,HUA NAN YU 702,CHN,,412464153,3.2,169.39999389648438,3.2,169.10000610351562,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0092,vessel_presence,6.0,true,false,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
93,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,412478624,YUESUIYU65305,CHN,,412478624,21.1,110.5,21.1,110.5,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0093,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
94,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,412479874,YUEMAOBINYU54055,CHN,,412479874,21.5,111.19999694824219,21.4,111.0999984741211,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0094,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
95,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,412481071,MINFUDINGYU06306,CHN,,412481071,28.2,123.19999694824219,28.2,123.0999984741211,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0095,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
96,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,412481188,YUEDIANYU83333,CHN,,412481188,21.5,111.0999984741211,21.5,111.0999984741211,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0096,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
97,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,412482984,SHENHUI04,CHN,,412482984,3.6,53.29999923706055,3.4,53.400001525878906,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0097,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
98,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,412487513,YUESUIYU62222,CHN,,412487513,21.1,110.5,21.1,110.5,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0098,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
99,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,412488778,YUEZHUYU53112,CHN,,412488778,21.9,113.19999694824219,21.9,113.19999694824219,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0099,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
100,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,412502272,GUIFANGYUPAI2895,CHN,,412502272,21.6,108.4000015258789,21.6,108.4000015258789,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0100,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
101,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,412532971,YUEXUYU22247,CHN,,412532971,20.2,110.19999694824219,20.2,110.19999694824219,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0101,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
102,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,412542041,QIONGDANYU0,CHN,,412542041,19.8,109.0,19.7,109.0999984741211,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0102,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
103,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,412549016,ZHAN HAI 001,CHN,,412549016,-42.1,-58.099998474121094,-42.0,-58.0,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0103,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
104,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,412549196,GUOJIN901,CHN,,412549196,15.1,-17.299999237060547,15.1,-17.299999237060547,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0104,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
105,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,412549235,CPMC 18,CHN,,412549235,20.4,-17.299999237060547,20.3,-17.399999618530273,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0105,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
106,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,412549247,YUAN YU880,CHN,,412549247,20.9,-17.0,20.9,-17.0,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0106,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
107,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,413324610,CHUN TIAN 2 HAO,CHN,,413324610,21.7,111.80000305175781,21.7,111.80000305175781,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0107,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
108,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,413329950,SHUN LI 66,CHN,,413329950,36.0,120.30000305175781,36.0,120.30000305175781,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0108,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
109,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,413389830,XIN TIAN 16,CHN,,413389830,21.6,108.4000015258789,21.7,108.4000015258789,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0109,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
110,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,413459180,YONG FA YUN 10,CHN,,413459180,-45.1,-59.79999923706055,-45.2,-59.79999923706055,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0110,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
111,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,413494610,YONGSHIFENG999,CHN,,413494610,21.6,108.30000305175781,21.6,108.30000305175781,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0111,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
112,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,413502010,YUAN SHUN DA 88,CHN,,413502010,21.1,110.5,21.1,110.5,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0112,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
113,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,413575980,ZHONG ZHENG 006,CHN,,413575980,21.6,109.5999984741211,21.6,109.5999984741211,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0113,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
114,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,413790011,YONGTAI898,CHN,,413790011,31.5,121.4000015258789,31.5,121.4000015258789,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0114,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
115,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,413828633,WAN ZHENG HUA136,CHN,,413828633,32.0,120.80000305175781,32.0,120.80000305175781,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0115,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
116,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,413843811,SUFANGYUANHUO6953,CHN,,413843811,31.3,121.4000015258789,31.3,121.4000015258789,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0116,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
117,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,413846576,CHANGFENGJIAOCE1,CHN,,413846576,31.8,121.0,31.8,121.0,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0117,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
118,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,413955339,SUZHONGCHUAN0058,CHN,,413955339,32.0,120.0999984741211,32.0,120.0999984741211,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0118,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
119,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,413997483,TIANSHENG528,CHN,,413997483,31.9,120.19999694824219,31.9,120.19999694824219,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0119,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
120,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,416005006,AN FONG NO.138,TWN,,416005006,-50.4,-57.900001525878906,-50.7,-57.900001525878906,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0120,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
121,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,416005007,AN FONG 168,TWN,,416005007,-50.9,-63.20000076293945,-50.9,-63.20000076293945,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0121,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
122,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,416005752,GUO TONG 101,TWN,,416005752,-51.2,-63.20000076293945,-51.2,-63.099998474121094,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0122,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
123,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,416005931,ZI DA WANG,TWN,,416005931,-50.8,-60.099998474121094,-51.0,-59.900001525878906,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0123,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
124,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,416146700,KAO FONG NO817,TWN,,416146700,-33.9,18.399999618530273,-33.9,18.399999618530273,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0124,vessel_presence,6.0,true,false,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
125,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,416222700,JIN HUNG MAN,TWN,,416222700,4.2,177.60000610351562,4.4,177.5,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0125,vessel_presence,6.0,true,false,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
126,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,417008965,IMUL A 0089BCO,LKA,,417008965,6.0,81.5,6.0,81.30000305175781,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0126,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
127,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,417071147,IMULA 0711 TLE,LKA,,417071147,6.1,81.0999984741211,6.1,81.19999694824219,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0127,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
128,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,417222385,VASABHA,LKA,,417222385,6.1,81.0999984741211,6.1,81.0999984741211,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0128,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
129,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,419000133,BAHUDA,IND,,419000133,17.7,83.30000305175781,17.7,83.30000305175781,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0129,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
130,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,419000312,VISHVA VIJAY,IND,,419000312,-14.5,40.70000076293945,-14.5,40.70000076293945,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0130,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
131,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,419000641,GANESHWAR,IND,,419000641,20.3,86.69999694824219,20.3,86.69999694824219,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0131,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
132,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,419001278,CG 35,IND,,419001278,17.1,82.4000015258789,17.0,82.30000305175781,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0132,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
133,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,419001557,DOLPHIN NO.31,IND,,419001557,20.8,87.0,20.8,87.0,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0133,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
134,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,419672203,P L SURENDRA SAI,IND,,419672203,20.3,86.69999694824219,20.3,86.69999694824219,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0134,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
135,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,432444000,KINEI MARU NO.135,JPN,,432444000,-35.4,20.299999237060547,-35.4,20.799999237060547,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0135,vessel_presence,6.0,true,false,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
136,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,440006810,5005HAEKWANG,KOR,,440006810,34.7,126.4000015258789,34.7,126.4000015258789,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0136,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
137,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,440528000,PRATIDINA NO.28,KOR,,440528000,-46.6,-60.5,-45.9,-60.099998474121094,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0137,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
138,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,440701310,100G0RAE,KOR,,440701310,33.4,126.0,33.4,126.0,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0138,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
139,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,441389000,BLUE OCEAN,KOR,,441389000,-46.6,-60.29999923706055,-46.9,-60.5,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0139,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
140,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,441430000,OYANG 88,KOR,,441430000,-42.3,-58.29999923706055,-42.3,-58.29999923706055,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0140,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
141,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,477325800,SPRING HONOR,HKG,,477325800,-13.0,40.5,-13.0,40.5,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0141,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
142,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,477397100,MAGSENGER 3,HKG,,477397100,15.4,108.80000305175781,15.4,108.80000305175781,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0142,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
143,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,477454400,HIGHLAND CHIEF,HKG,,477454400,-9.4,160.0,-9.4,160.0,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0143,vessel_presence,6.0,true,false,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
144,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,477655800,OOCL CHARLESTON,HKG,,477655800,8.0,92.4000015258789,8.5,91.19999694824219,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0144,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
145,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,477890500,MAERSK SALALAH,HKG,,477890500,23.1,-16.899999618530273,24.3,-16.100000381469727,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0145,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
146,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,477895800,WEN CHENG,HKG,,477895800,25.6,-17.600000381469727,26.8,-17.0,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0146,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
147,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,503041070,JOLI G II,AUS,,503041070,-12.5,130.8000030517578,-12.5,130.8000030517578,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0147,vessel_presence,6.0,true,false,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
148,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,503111870,ILUKA,AUS,,503111870,-12.4,130.89999389648438,-12.4,130.89999389648438,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0148,vessel_presence,6.0,true,false,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
149,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,503175410,UNMANNED 710,AUS,,503175410,-12.5,130.8000030517578,-12.5,130.8000030517578,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0149,vessel_presence,6.0,true,false,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
150,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,503352600,DAYMIRRI 2,AUS,,503352600,-12.5,130.8000030517578,-12.5,130.8000030517578,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0150,vessel_presence,6.0,true,false,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
151,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,511000039,511-39 40%,PLW,,511000039,37.9,123.19999694824219,37.9,123.19999694824219,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0151,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
152,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,511100711,SUVARI REIS,PLW,,511100711,10.5,45.0,10.5,45.0,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0152,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
153,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,525000305,KN. PRAJAPATI,IDN,,525000305,-7.7,109.0,-7.7,109.0,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0153,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
154,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,525006216,MT.NONI.T,IDN,,525006216,-3.7,128.1999969482422,-3.7,128.1999969482422,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0154,vessel_presence,6.0,true,false,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
155,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,525007206,COSL 223,IDN,,525007206,-5.0,106.4000015258789,-5.0,106.4000015258789,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0155,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
156,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,525007331,TB.DUTA KAPUAS 17,IDN,,525007331,-5.5,105.30000305175781,-5.5,105.30000305175781,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0156,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
157,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,525009296,FERIMAS AKBAR,IDN,,525009296,-7.2,112.69999694824219,-7.2,112.69999694824219,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0157,vessel_presence,6.0,true,true,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
158,0.95,2026-04-21T06:00:00.000Z,GFW_4WINGS,525015058,TEMBAGA 3,IDN,,525015058,-4.8,136.8000030517578,-4.8,136.8000030517578,2026-04-21T00:00:00.000Z,2026-04-21T06:00:00.000Z,gfw-0158,vessel_presence,6.0,true,false,,,,,,,,,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,2026-04-26T06:34:07.000Z,
